"site","year","species","d10","d20","d30","d40","d50"
"PERNMIKMD1",2009,"cach",4,3,1,0,0
"PERNMIKMD1",2009,"carw",0,2,1,0,0
"PERNMIKMD1",2009,"eaph",0,1,0,0,0
"PERNMIKMD1",2009,"noca",0,5,1,0,0
"PERNMIKMD1",2009,"tuti",3,1,1,0,0
"PERNMIKMD1",2010,"cach",0,0,0,0,2
"PERNMIKMD1",2010,"inbu",0,0,1,0,0
"PERNMIKMD1",2010,"noca",0,1,1,0,1
"PERNMIKMD1",2010,"tuti",0,0,1,4,0
"PERNMIKMD1",2010,"wbnu",0,0,0,1,0
"PERNMIKMD1",2012,"carw",0,1,0,0,0
"PERNMIKMD1",2012,"noca",0,1,2,0,0
"PERNMIKMD1",2012,"revi",0,1,0,0,1
"PERNMIKMD1",2012,"wbnu",0,0,2,0,0
"PERNMIKMD1",2012,"woth",0,0,0,2,0
"PERRCHRMD1",2010,"noca",0,0,0,0,1
"PERRCHRMD1",2010,"revi",0,0,0,0,1
"PERRCHRMD1",2010,"tuti",0,0,0,0,1
"PERRCHRMD1",2012,"amro",0,0,0,1,1
"PERRCHRMD1",2012,"blja",0,0,0,0,1
"PERRCHRMD1",2012,"noca",0,0,0,1,1
"PERRCHRMD1",2012,"revi",0,0,1,0,0
"PERRCHRMD1",2012,"tuti",0,2,0,0,0
"PERRCHRMD1",2012,"woth",0,0,1,0,1
"PHARAIMMD1",2009,"amro",0,0,0,0,1
"PHARAIMMD1",2009,"blja",0,0,0,0,2
"PHARAIMMD1",2009,"cach",0,1,0,0,0
"PHARAIMMD1",2009,"carw",0,0,0,0,1
"PHARAIMMD1",2009,"cogr",0,0,0,1,0
"PHARAIMMD1",2009,"grca",0,0,1,0,0
"PHARAIMMD1",2009,"hofi",0,3,0,0,0
"PHARAIMMD1",2009,"noca",0,0,0,1,1
"PHARAIMMD1",2009,"tuti",0,2,1,0,0
"PHARAIMMD1",2009,"wbnu",0,1,0,0,0
"PHARAIMMD1",2010,"amro",0,0,0,0,1
"PHARAIMMD1",2010,"bhco",3,0,0,0,0
"PHARAIMMD1",2010,"cogr",0,1,0,0,0
"PHARAIMMD1",2010,"hofi",2,0,0,0,0
"PHARAIMMD1",2010,"noca",0,1,2,0,0
"PHARAIMMD1",2010,"tuti",1,1,0,0,0
"PHARAIMMD1",2012,"amcr",0,0,0,0,2
"PHARAIMMD1",2012,"amro",0,1,1,0,0
"PHARAIMMD1",2012,"bhco",0,1,0,0,0
"PHARAIMMD1",2012,"blja",0,1,0,0,0
"PHARAIMMD1",2012,"cach",0,1,0,0,1
"PHARAIMMD1",2012,"carw",0,0,1,0,0
"PHARAIMMD1",2012,"noca",0,0,0,2,0
"PHARAIMMD1",2012,"revi",0,0,0,1,0
"PHARAIMMD1",2012,"tuti",0,1,0,1,0
"PHELCLADC1",2009,"amgo",0,2,0,0,0
"PHELCLADC1",2009,"amro",0,1,1,0,0
"PHELCLADC1",2009,"bhco",0,0,1,0,0
"PHELCLADC1",2009,"cach",1,3,1,0,0
"PHELCLADC1",2009,"cedw",0,3,0,0,0
"PHELCLADC1",2009,"cogr",0,0,1,0,0
"PHELCLADC1",2009,"noca",0,3,1,0,0
"PHELCLADC1",2009,"rbwo",1,0,0,1,0
"PHELCLADC1",2009,"sosp",0,1,0,0,1
"PICKMARMD1",2009,"cach",0,2,1,0,0
"PICKMARMD1",2009,"carw",0,0,1,0,0
"PICKMARMD1",2009,"gcfl",0,1,1,0,0
"PICKMARMD1",2009,"noca",0,0,2,3,0
"PICKMARMD1",2009,"rbwo",0,0,2,1,1
"PICKMARMD1",2009,"revi",0,0,0,0,1
"PICKMARMD1",2009,"scta",0,1,0,0,0
"PICKMARMD1",2009,"tuti",0,0,4,0,0
"PICKMARMD1",2010,"blja",0,0,0,0,1
"PICKMARMD1",2010,"wbnu",0,0,0,1,0
"PIROELADC1",2009,"amro",0,0,0,0,1
"PIROELADC1",2009,"grca",3,3,2,0,0
"PIROELADC1",2009,"noca",0,3,0,0,0
"PIROELADC1",2009,"sosp",0,0,1,0,0
"PIROELADC1",2010,"amgo",0,0,0,1,0
"PIROELADC1",2010,"amro",0,0,0,0,1
"PIROELADC1",2010,"ficr",0,0,0,0,1
"PIROELADC1",2010,"noca",0,1,0,0,0
"PIROELADC1",2012,"amro",0,1,2,0,0
"PIROELADC1",2012,"carw",0,2,0,0,0
"PIROELADC1",2012,"cogr",0,0,2,0,0
"PIROELADC1",2012,"grca",0,0,1,1,0
"PIROELADC1",2012,"noca",0,1,1,0,1
"RAUNERIMD1",2010,"amgo",0,0,0,0,1
"RAUNERIMD1",2010,"amro",2,0,0,0,1
"RAUNERIMD1",2010,"carw",1,0,0,0,0
"RAUNERIMD1",2010,"cogr",0,1,0,0,0
"RAUNERIMD1",2010,"grca",1,0,0,0,0
"RAUNERIMD1",2010,"howr",2,0,0,0,0
"RAUNERIMD1",2010,"noca",1,0,0,0,0
"RCP_EDZDC1",2009,"amgo",0,1,0,0,0
"RCP_EDZDC1",2009,"amro",2,1,0,0,0
"RCP_EDZDC1",2009,"cogr",2,1,0,0,0
"RCP_EDZDC1",2009,"dowo",0,0,1,0,0
"RCP_EDZDC1",2009,"grca",5,0,0,0,0
"RCP_EDZDC1",2009,"noca",0,2,0,0,0
"RCP_SMBDC1",2009,"amro",0,2,2,0,0
"RCP_SMBDC1",2009,"grca",0,1,1,0,0
"RCP_SMBDC1",2009,"noca",0,0,1,0,0
"RCP_SMBDC1",2009,"sosp",0,0,1,1,0
"RCP_SMBDC1",2010,"gcfl",0,0,1,0,0
"RCP_SMBDC1",2010,"noca",0,0,3,0,0
"RCP_SMBDC1",2010,"nomo",0,2,0,0,0
"RCP_SMBDC1",2010,"revi",0,2,0,0,0
"RCP_SMBDC1",2010,"sosp",0,0,0,2,0
"RCP_SMBDC1",2012,"amgo",0,2,0,0,0
"RCP_SMBDC1",2012,"cach",0,1,0,0,0
"RCP_SMBDC1",2012,"ficr",0,0,0,1,0
"RCP_SMBDC1",2012,"modo",0,1,0,0,0
"RCP_SMBDC1",2012,"noca",2,0,0,0,0
"RCP_SMBDC1",2012,"wbnu",0,0,1,0,0
"REIKROBMD1",2009,"amro",1,0,0,0,0
"REIKROBMD1",2009,"cach",1,1,0,0,0
"REIKROBMD1",2009,"carw",1,1,0,0,0
"REIKROBMD1",2009,"grca",5,3,0,0,0
"REIKROBMD1",2009,"hofi",4,0,0,0,0
"REIKROBMD1",2009,"howr",2,0,0,0,0
"REIKROBMD1",2009,"noca",3,3,0,0,0
"REIKROBMD1",2009,"nomo",1,0,0,0,0
"REIKROBMD1",2009,"tuti",4,0,0,0,0
"REIKROBMD1",2009,"wbnu",1,0,0,0,0
"REITBOBMD1",2010,"amro",0,0,2,1,0
"REITBOBMD1",2010,"bhco",0,0,0,1,0
"REITBOBMD1",2010,"grca",0,0,1,0,0
"REITBOBMD1",2010,"hofi",0,0,0,2,0
"REITBOBMD1",2010,"howr",0,1,0,1,0
"REITBOBMD1",2010,"noca",0,0,0,1,1
"REITBOBMD1",2010,"sosp",1,1,0,0,0
"REITBOBMD1",2012,"amro",0,0,2,0,0
"REITBOBMD1",2012,"bhco",1,0,1,0,0
"REITBOBMD1",2012,"cach",0,0,2,0,0
"REITBOBMD1",2012,"grca",0,2,1,0,0
"REITBOBMD1",2012,"howr",0,1,2,0,0
"REITBOBMD1",2012,"modo",2,2,0,1,1
"REITBOBMD1",2012,"noca",0,0,0,0,1
"REITBOBMD1",2012,"sosp",1,0,0,0,0
"REUTSHAMD1",2009,"amro",0,1,0,0,0
"REUTSHAMD1",2009,"chsw",1,1,0,0,0
"REUTSHAMD1",2009,"cogr",1,0,0,0,0
"REUTSHAMD1",2009,"grca",6,0,0,0,0
"REUTSHAMD1",2009,"hofi",5,0,0,0,0
"REUTSHAMD1",2009,"modo",1,0,0,0,0
"REUTSHAMD1",2010,"amgo",0,1,0,0,0
"REUTSHAMD1",2010,"amro",0,0,0,0,1
"REUTSHAMD1",2010,"cogr",0,3,0,0,0
"REUTSHAMD1",2010,"grca",0,1,0,0,0
"REUTSHAMD1",2010,"modo",0,2,0,2,0
"REUTSHAMD1",2010,"noca",0,1,0,0,0
"REUTSHAMD1",2012,"amgo",0,1,0,0,0
"REUTSHAMD1",2012,"amro",0,2,1,0,0
"REUTSHAMD1",2012,"grca",0,0,0,1,0
"REUTSHAMD1",2012,"modo",0,2,1,0,0
"ROHRSALMD1",2009,"acfl",0,0,0,0,1
"ROHRSALMD1",2009,"cach",0,0,0,0,2
"ROHRSALMD1",2009,"carw",0,0,1,0,0
"ROHRSALMD1",2009,"chsp",0,0,0,1,0
"ROHRSALMD1",2009,"eabl",0,0,0,0,1
"ROHRSALMD1",2009,"eawp",0,0,0,0,1
"ROHRSALMD1",2009,"hofi",0,0,3,0,0
"ROHRSALMD1",2009,"noca",1,0,2,0,0
"ROHRSALMD1",2010,"acfl",0,0,1,0,0
"ROHRSALMD1",2010,"amcr",0,0,0,1,0
"ROHRSALMD1",2010,"amgo",0,1,0,0,0
"ROHRSALMD1",2010,"amro",0,0,1,0,0
"ROHRSALMD1",2010,"blja",0,0,0,0,1
"ROHRSALMD1",2010,"chsp",0,0,0,1,0
"ROHRSALMD1",2010,"eabl",0,0,0,1,0
"ROHRSALMD1",2010,"eawp",0,0,1,0,1
"ROHRSALMD1",2010,"hofi",0,0,1,0,0
"ROHRSALMD1",2010,"noca",0,0,0,2,0
"ROHRSALMD1",2010,"revi",0,0,0,0,1
"ROHRSALMD1",2012,"blja",0,0,0,1,0
"ROHRSALMD1",2012,"cach",0,3,0,0,0
"ROHRSALMD1",2012,"eabl",0,2,0,0,0
"ROHRSALMD1",2012,"eawp",0,0,0,0,1
"ROHRSALMD1",2012,"hofi",0,2,0,0,0
"ROHRSALMD1",2012,"howr",0,0,1,0,0
"ROHRSALMD1",2012,"modo",0,0,0,1,0
"ROHRSALMD1",2012,"noca",0,0,1,1,0
"ROHRSALMD1",2012,"nopa",0,0,1,0,0
"ROHRSALMD1",2012,"rbwo",0,0,0,0,1
"ROHRSALMD1",2012,"scta",0,0,1,0,0
"ROHRSALMD1",2012,"wbnu",0,2,0,0,0
"ROHRSALMD1",2012,"woth",0,0,0,0,1
"ROTHPAUVA1",2009,"amro",1,0,0,0,1
"ROTHPAUVA1",2009,"carw",0,0,0,1,0
"ROTHPAUVA1",2009,"grca",0,0,1,0,0
"ROTHPAUVA1",2009,"noca",0,0,0,0,2
"RUSSJODMD1",2009,"amgo",0,2,0,0,1
"RUSSJODMD1",2009,"amro",0,1,0,0,0
"RUSSJODMD1",2009,"grca",0,2,0,2,0
"RUSSJODMD1",2009,"howr",0,1,1,0,1
"RUSSJODMD1",2009,"noca",0,0,2,0,0
"SALAJENMD1",2009,"amcr",0,0,0,0,1
"SALAJENMD1",2009,"amgo",0,0,1,0,0
"SALAJENMD1",2009,"amro",0,0,1,0,0
"SALAJENMD1",2009,"grca",0,1,0,1,0
"SALAJENMD1",2009,"hofi",0,1,0,0,0
"SALAJENMD1",2009,"howr",0,0,0,2,1
"SALAJENMD1",2009,"noca",0,2,2,0,1
"SALAJENMD1",2009,"nomo",0,0,0,1,0
"SALAJENMD1",2009,"tuti",0,0,1,0,0
"SALAJENMD1",2010,"amro",1,0,0,0,0
"SALAJENMD1",2010,"bhco",0,0,1,0,0
"SALAJENMD1",2010,"blja",0,0,0,0,1
"SALAJENMD1",2010,"cach",0,2,0,2,1
"SALAJENMD1",2010,"ficr",0,0,2,0,0
"SALAJENMD1",2010,"grca",2,1,0,0,0
"SALAJENMD1",2010,"howr",0,2,0,0,0
"SALAJENMD1",2010,"noca",1,0,0,1,0
"SALAJENMD1",2010,"sosp",0,0,0,1,0
"SALAJENMD1",2012,"amcr",0,0,5,0,0
"SALAJENMD1",2012,"amro",1,1,0,0,0
"SALAJENMD1",2012,"grca",2,1,0,0,0
"SALAJENMD1",2012,"howr",2,0,0,0,0
"SALAJENMD1",2012,"noca",0,0,1,0,0
"SALAJENMD1",2012,"sosp",1,0,1,0,0
"SALOSHEMD1",2009,"amro",0,0,0,1,0
"SALOSHEMD1",2009,"carw",0,0,1,0,1
"SALOSHEMD1",2009,"eato",0,1,0,0,0
"SALOSHEMD1",2009,"grca",0,1,0,0,0
"SALOSHEMD1",2009,"howr",2,0,0,0,0
"SALOSHEMD1",2009,"noca",1,1,0,0,1
"SALOSHEMD1",2009,"nomo",0,1,0,0,0
"SALOSHEMD1",2010,"amro",0,0,1,0,1
"SALOSHEMD1",2010,"blja",0,0,0,1,0
"SALOSHEMD1",2010,"cogr",1,1,0,0,0
"SALOSHEMD1",2010,"howr",4,1,0,0,0
"SALOSHEMD1",2010,"rbwo",0,0,0,1,0
"SALOSHEMD1",2012,"amro",0,0,0,1,1
"SALOSHEMD1",2012,"cach",1,0,0,0,0
"SALOSHEMD1",2012,"carw",0,0,1,1,0
"SALOSHEMD1",2012,"howr",0,2,0,0,0
"SALOSHEMD1",2012,"modo",0,1,0,0,0
"SALOSHEMD1",2012,"noca",0,0,1,0,0
"SALOSHEMD1",2012,"rbwo",0,0,0,0,1
"SALOSHEMD1",2012,"revi",0,0,0,1,0
"SANFCARMD1",2009,"amgo",0,1,0,0,0
"SANFCARMD1",2009,"amro",2,0,0,0,0
"SANFCARMD1",2009,"carw",2,2,0,0,0
"SANFCARMD1",2009,"howr",1,0,0,0,0
"SANFCARMD1",2009,"noca",2,3,2,0,0
"SANFCARMD1",2009,"nomo",0,1,0,0,0
"SANFCARMD1",2009,"rbwo",0,1,0,0,0
"SANFCARMD1",2009,"tuti",0,2,0,0,0
"SANFCARMD1",2009,"woth",0,1,0,0,0
"SANFCARMD1",2010,"dowo",0,0,0,1,0
"SANFCARMD1",2010,"grca",0,0,0,1,0
"SANFCARMD1",2010,"noca",0,1,2,1,0
"SANFCARMD1",2010,"rbwo",0,0,1,0,0
"SANFCARMD1",2010,"tuti",0,0,1,1,0
"SANFCARMD1",2010,"woth",0,0,0,0,1
"SANFCARMD1",2012,"amro",0,1,0,0,1
"SANFCARMD1",2012,"carw",0,1,0,0,0
"SANFCARMD1",2012,"cedw",5,0,0,0,0
"SANFCARMD1",2012,"grca",0,2,1,0,0
"SANFCARMD1",2012,"modo",0,0,1,0,0
"SANFCARMD1",2012,"noca",3,0,1,0,1
"SANFCARMD1",2012,"scta",0,0,1,0,0
"SANFCARMD1",2012,"woth",0,0,0,0,1
"SARGMARMD1",2009,"amgo",0,1,0,0,0
"SARGMARMD1",2009,"amro",0,2,1,0,2
"SARGMARMD1",2009,"blja",0,0,0,0,1
"SARGMARMD1",2009,"cogr",0,2,0,0,0
"SARGMARMD1",2009,"howr",0,0,0,1,1
"SARGMARMD1",2009,"noca",0,0,1,1,0
"SARGMARMD1",2009,"rbwo",0,0,1,0,0
"SARGMARMD1",2009,"sosp",0,0,0,1,1
"SARGMARMD1",2010,"amro",0,3,3,0,0
"SARGMARMD1",2010,"cach",0,0,1,0,0
"SARGMARMD1",2010,"carw",0,1,2,0,0
"SARGMARMD1",2010,"cogr",0,2,0,0,0
"SARGMARMD1",2010,"grca",0,1,0,0,0
"SARGMARMD1",2010,"noca",1,0,0,1,1
"SARGMARMD1",2010,"rbwo",1,0,0,0,0
"SARGMARMD1",2010,"wbnu",0,0,0,0,1
"SARGMARMD1",2012,"amro",0,0,2,1,0
"SARGMARMD1",2012,"bhco",0,0,1,0,0
"SARGMARMD1",2012,"blja",0,0,0,1,0
"SARGMARMD1",2012,"cach",0,0,0,0,1
"SARGMARMD1",2012,"carw",1,0,0,0,0
"SARGMARMD1",2012,"cogr",0,0,1,0,0
"SARGMARMD1",2012,"grca",0,1,1,0,0
"SARGMARMD1",2012,"howr",0,1,1,0,0
"SARGMARMD1",2012,"modo",0,0,0,0,1
"SARGMARMD1",2012,"noca",0,1,1,0,1
"SCHILYDMD1",2009,"amro",0,2,1,0,0
"SCHILYDMD1",2009,"cach",0,0,1,0,0
"SCHILYDMD1",2009,"carw",0,1,0,0,1
"SCHILYDMD1",2009,"gcfl",0,1,0,0,0
"SCHILYDMD1",2009,"noca",0,0,2,1,0
"SCHIMARMD1",2009,"amro",0,1,1,0,0
"SCHIMARMD1",2009,"cach",0,0,3,0,1
"SCHIMARMD1",2009,"dowo",0,0,1,0,0
"SCHIMARMD1",2009,"howr",0,2,0,0,0
"SCHIMARMD1",2009,"woth",0,0,0,0,1
"SCHIMARMD1",2010,"amro",0,0,0,1,0
"SCHIMARMD1",2010,"blja",0,0,1,0,0
"SCHIMARMD1",2010,"cach",0,0,0,0,2
"SCHIMARMD1",2010,"dowo",0,0,0,1,0
"SCHIMARMD1",2010,"grca",0,0,0,0,1
"SCHIMARMD1",2010,"piwo",0,0,1,0,0
"SCHIMARMD1",2010,"wbnu",0,0,0,2,0
"SCHIMARMD1",2012,"amgo",0,0,0,1,0
"SCHIMARMD1",2012,"amro",0,1,0,2,0
"SCHIMARMD1",2012,"bhco",0,0,0,0,1
"SCHIMARMD1",2012,"carw",0,2,1,0,0
"SCHIMARMD1",2012,"dowo",0,1,0,0,0
"SCHIMARMD1",2012,"howr",1,0,0,0,0
"SCHIMARMD1",2012,"noca",0,0,0,2,0
"SCHIMARMD1",2012,"piwo",0,0,1,0,0
"SCHIMARMD1",2012,"tuti",0,2,0,0,0
"SCHIMARMD1",2012,"wbnu",0,2,0,1,0
"SCHIMARMD1",2012,"ysfl",0,0,0,1,0
"SCHLROBMD1",2010,"amro",0,0,0,0,1
"SCHLROBMD1",2010,"bhco",0,0,1,0,0
"SCHLROBMD1",2010,"cach",0,0,0,0,1
"SCHLROBMD1",2010,"carw",0,0,0,1,0
"SCHLROBMD1",2010,"eabl",0,2,0,0,0
"SCHLROBMD1",2010,"eato",0,0,0,0,1
"SCHLROBMD1",2010,"modo",0,0,0,0,1
"SCHLROBMD1",2010,"noca",0,0,4,0,0
"SCHLROBMD1",2010,"rwbl",0,0,0,1,0
"SCHLROBMD1",2012,"blja",0,1,1,0,1
"SCHLROBMD1",2012,"cach",0,3,0,0,0
"SCHLROBMD1",2012,"carw",0,0,1,0,0
"SCHLROBMD1",2012,"dowo",0,1,0,0,0
"SCHLROBMD1",2012,"eabl",0,1,0,0,0
"SCHLROBMD1",2012,"hawo",0,0,1,0,0
"SCHLROBMD1",2012,"howr",0,0,1,0,0
"SCHLROBMD1",2012,"modo",0,0,0,0,1
"SCHLROBMD1",2012,"noca",0,1,1,2,0
"SCHLROBMD1",2012,"rwbl",0,0,3,0,0
"SCHLROBMD1",2012,"tuti",0,0,1,0,0
"SHAYSARMD1",2009,"amro",1,2,1,0,0
"SHAYSARMD1",2009,"blja",0,0,2,0,2
"SHAYSARMD1",2009,"cogr",0,1,0,0,0
"SHAYSARMD1",2009,"dowo",0,1,0,0,0
"SHAYSARMD1",2009,"grca",0,1,1,0,1
"SHAYSARMD1",2009,"howr",0,0,1,0,0
"SHAYSARMD1",2009,"modo",1,1,1,0,0
"SHAYSARMD1",2009,"noca",0,2,0,1,0
"SHAYSARMD1",2009,"rbwo",1,0,0,0,0
"SHEEM.AMD1",2009,"amcr",0,0,0,1,0
"SHEEM.AMD1",2009,"amro",0,0,0,0,1
"SHEEM.AMD1",2009,"carw",0,0,0,1,1
"SHEEM.AMD1",2009,"cogr",0,1,0,0,0
"SHEEM.AMD1",2009,"grca",1,2,0,1,0
"SHEEM.AMD1",2009,"howr",1,0,0,0,2
"SHEEM.AMD1",2009,"modo",1,0,1,0,0
"SHEEM.AMD1",2009,"noca",0,0,0,3,0
"SHEEM.AMD1",2009,"nomo",0,0,0,1,0
"SHEEM.AMD1",2009,"sosp",0,0,0,0,1
"SHEEM.AMD1",2009,"wbnu",0,0,0,0,1
"SHEEM.AMD1",2010,"amro",2,1,0,0,0
"SHEEM.AMD1",2010,"blja",0,1,0,0,0
"SHEEM.AMD1",2010,"cogr",1,0,0,1,0
"SHEEM.AMD1",2010,"grca",0,1,0,1,0
"SHEEM.AMD1",2010,"noca",0,0,0,0,1
"SILLSCOMD1",2009,"amcr",0,0,0,0,1
"SILLSCOMD1",2009,"amro",0,2,0,0,0
"SILLSCOMD1",2009,"bhco",1,0,3,0,0
"SILLSCOMD1",2009,"blja",0,1,1,0,0
"SILLSCOMD1",2009,"howr",0,1,0,0,0
"SILLSCOMD1",2009,"modo",1,1,0,0,0
"SILLSCOMD1",2009,"nomo",1,0,0,0,0
"SILLSCOMD1",2009,"sosp",0,0,1,0,0
"SILLSCOMD1",2009,"wbnu",0,0,0,0,2
"SILLSCOMD1",2010,"bhco",0,0,1,0,0
"SILLSCOMD1",2010,"blja",0,0,1,0,1
"SILLSCOMD1",2010,"cogr",0,2,0,0,0
"SILLSCOMD1",2010,"grca",0,0,1,0,0
"SILLSCOMD1",2010,"modo",0,0,1,0,0
"SILLSCOMD1",2010,"nomo",0,0,1,0,0
"SILLSCOMD1",2010,"sosp",0,1,0,1,0
"SILLSCOMD1",2012,"amro",0,0,0,2,0
"SILLSCOMD1",2012,"blja",0,0,0,0,2
"SILLSCOMD1",2012,"carw",0,0,0,1,1
"SILLSCOMD1",2012,"howr",0,0,0,1,1
"SILLSCOMD1",2012,"noca",0,1,0,0,0
"SILLSCOMD1",2012,"sosp",0,0,0,0,2
"SINGDADMD1",2010,"amcr",0,0,0,0,1
"SINGDADMD1",2010,"amgo",0,0,0,0,1
"SINGDADMD1",2010,"amro",0,1,0,0,0
"SINGDADMD1",2010,"bhco",0,0,1,0,0
"SINGDADMD1",2010,"chsp",0,0,0,0,1
"SINGDADMD1",2010,"grca",0,1,0,0,2
"SINGDADMD1",2010,"hofi",0,0,0,3,0
"SINGDADMD1",2010,"howr",0,1,0,0,0
"SINGDADMD1",2012,"amro",1,0,2,0,0
"SINGDADMD1",2012,"blja",0,0,1,0,0
"SINGDADMD1",2012,"eabl",0,3,0,0,0
"SINGDADMD1",2012,"ficr",0,0,0,0,1
"SINGDADMD1",2012,"grca",2,1,1,0,0
"SINGDADMD1",2012,"modo",0,0,1,0,0
"SINGDADMD1",2012,"noca",0,0,1,2,0
"SINGDADMD1",2012,"sosp",0,0,0,1,0
"SOLIAPRMD1",2009,"amgo",0,1,1,0,0
"SOLIAPRMD1",2009,"amro",1,1,2,0,0
"SOLIAPRMD1",2009,"bars",1,1,1,0,0
"SOLIAPRMD1",2009,"carw",0,0,0,0,1
"SOLIAPRMD1",2009,"cedw",1,0,0,0,0
"SOLIAPRMD1",2009,"chsw",1,0,0,0,0
"SOLIAPRMD1",2009,"cogr",6,5,3,2,0
"SOLIAPRMD1",2009,"eato",0,0,0,0,1
"SOLIAPRMD1",2009,"grca",0,0,2,1,0
"SOLIAPRMD1",2009,"modo",0,0,0,1,0
"SOLIAPRMD1",2009,"noca",0,0,0,0,1
"SOLIAPRMD1",2009,"nomo",0,1,0,0,0
"SOLIAPRMD1",2009,"oror",0,0,1,0,0
"SOLIAPRMD1",2009,"rwbl",0,4,1,2,0
"SOLIAPRMD1",2010,"amro",0,0,1,0,3
"SOLIAPRMD1",2010,"cedw",0,0,2,0,2
"SOLIAPRMD1",2010,"cogr",0,1,0,2,1
"SOLIAPRMD1",2010,"grca",1,1,0,0,1
"SOLIAPRMD1",2010,"hofi",0,2,0,0,0
"SOLIAPRMD1",2010,"inbu",0,1,0,0,0
"SOLIAPRMD1",2010,"modo",0,0,1,0,0
"SOLIAPRMD1",2010,"nomo",0,0,0,1,1
"SOLIAPRMD1",2012,"amro",0,1,2,0,0
"SOLIAPRMD1",2012,"carw",0,0,0,0,1
"SOLIAPRMD1",2012,"eabl",0,1,2,0,0
"SOLIAPRMD1",2012,"eaki",0,0,1,0,0
"SOLIAPRMD1",2012,"grca",0,2,1,0,0
"SOLIAPRMD1",2012,"modo",2,0,0,0,1
"SOLIAPRMD1",2012,"noca",0,0,0,1,0
"SOLIAPRMD1",2012,"nomo",0,0,0,1,0
"SOLIAPRMD1",2012,"sosp",0,1,0,1,0
"SOLLCHRMD1",2009,"amro",0,1,0,0,0
"SOLLCHRMD1",2009,"blja",4,1,0,0,0
"SOLLCHRMD1",2009,"carw",0,1,0,1,0
"SOLLCHRMD1",2009,"cogr",0,1,0,0,0
"SOLLCHRMD1",2009,"dowo",1,1,0,0,0
"SOLLCHRMD1",2009,"howr",0,1,1,0,0
"SOLLCHRMD1",2009,"noca",0,2,1,1,1
"SOLLCHRMD1",2009,"rbwo",0,0,1,0,0
"SOLLCHRMD1",2009,"rwbl",0,0,0,0,1
"SOLLCHRMD1",2009,"tuti",0,0,0,0,1
"SOLLCHRMD1",2009,"wbnu",1,1,0,0,0
"SOLLCHRMD1",2010,"amro",0,0,0,1,0
"SOLLCHRMD1",2010,"cach",0,1,0,0,0
"SOLLCHRMD1",2010,"carw",0,0,0,0,1
"SOLLCHRMD1",2010,"cogr",0,1,0,0,0
"SOLLCHRMD1",2010,"grca",1,0,0,0,0
"SOLLCHRMD1",2010,"howr",0,0,0,1,0
"SOLLCHRMD1",2010,"noca",0,0,0,0,1
"SOLLCHRMD1",2010,"rbwo",0,0,0,0,1
"SOLLCHRMD1",2012,"amcr",0,1,0,0,0
"SOLLCHRMD1",2012,"amro",1,1,0,1,0
"SOLLCHRMD1",2012,"blja",0,2,0,1,0
"SOLLCHRMD1",2012,"carw",0,1,0,0,0
"SOLLCHRMD1",2012,"grca",0,0,0,1,0
"SOLLCHRMD1",2012,"hofi",0,0,1,0,0
"SOLLCHRMD1",2012,"howr",1,2,0,0,0
"SOLLCHRMD1",2012,"noca",0,0,0,1,1
"SOLLCHRMD1",2012,"rbwo",0,0,0,1,0
"SOLLCHRMD1",2012,"tuti",0,0,1,0,0
"SOLLCHRMD1",2012,"wbnu",0,0,0,0,1
"SPEYPAUMD1",2009,"amro",0,2,0,0,1
"SPEYPAUMD1",2009,"blja",0,0,0,1,0
"SPEYPAUMD1",2009,"carw",0,0,0,1,0
"SPEYPAUMD1",2009,"howr",0,0,1,0,0
"SPEYPAUMD1",2009,"noca",0,0,3,0,1
"SPEYPAUMD1",2009,"tuti",0,0,0,0,1
"SPEYPAUMD1",2009,"wbnu",0,0,0,0,1
"STANJEFMD1",2010,"amro",1,2,1,1,0
"STANJEFMD1",2010,"cogr",0,0,0,1,0
"STANJEFMD1",2010,"grca",1,0,0,0,0
"STANJEFMD1",2010,"howr",0,0,1,1,0
"STANJEFMD1",2010,"modo",0,1,0,0,0
"STANJEFMD1",2010,"noca",1,0,0,1,1
"STANJEFMD1",2010,"rbwo",0,0,0,1,0
"STANJEFMD1",2010,"sosp",0,0,0,0,1
"STANJEFMD1",2012,"amro",2,0,1,0,0
"STANJEFMD1",2012,"cach",0,0,0,0,2
"STANJEFMD1",2012,"grca",2,1,1,0,0
"STANJEFMD1",2012,"howr",1,0,0,0,0
"STANJEFMD1",2012,"noca",0,3,1,0,0
"STANJEFMD1",2012,"rbwo",0,0,0,1,0
"STANJEFMD1",2012,"sosp",0,0,0,1,0
"STANJEFMD1",2012,"tuti",0,0,0,0,1
"STEWBETMD1",2010,"amro",0,0,2,1,0
"STEWBETMD1",2010,"blja",0,0,0,0,2
"STEWBETMD1",2010,"dowo",0,1,1,0,0
"STEWBETMD1",2010,"grca",1,0,1,0,0
"STEWBETMD1",2010,"howr",0,0,0,1,0
"STEWBETMD1",2010,"noca",0,0,0,0,1
"STEWBETMD1",2010,"sosp",0,0,1,1,0
"STEWBETMD1",2012,"amro",0,1,1,0,0
"STEWBETMD1",2012,"blja",0,0,0,1,0
"STEWBETMD1",2012,"cach",1,2,0,0,0
"STEWBETMD1",2012,"carw",0,1,0,1,0
"STEWBETMD1",2012,"cedw",0,0,1,0,0
"STEWBETMD1",2012,"dowo",1,0,0,0,0
"STEWBETMD1",2012,"grca",0,0,1,0,0
